USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0 225696  9500 ?        Ss   11月04   0:08 /sbin/init splash
linxp     2944  0.0  0.0  30068  5768 pts/4    Ss   11月04   0:00 /bin/bash
root      3022  0.0  0.0      0     0 ?        I    14:39   0:00 [kworker/9:1]
linxp     3124  0.0  0.0  38120  4988 ?        Ss   11月04   0:03 tmux new -s reid
linxp     3125  0.0  0.0  29976  5612 pts/5    Ss+  11月04   0:00 -bash
root      3457  0.0  0.0      0     0 ?        I    17:17   0:00 [kworker/u34:2]
linxp     4499  0.1  0.0  21252  3180 pts/3    S+   11月04   1:23 watch -n 1 nvidia-smi
root      4656  0.0  0.0      0     0 ?        I    16:24   0:00 [kworker/u34:0]
root      4740  0.0  0.0      0     0 ?        I    17:00   0:00 [kworker/5:1]
root      4983  0.0  0.0 110076  7212 ?        Ss   11月04   0:00 sshd: zuofy [priv]
root      5016  0.0  0.0      0     0 ?        I    17:00   0:00 [kworker/12:0]
zuofy     5056  0.0  0.0 110208  3496 ?        S    11月04   0:00 sshd: zuofy
zuofy     5888  0.0  0.0  14576   728 ?        S    17:18   0:00 sleep 180
root      6016  0.0  0.0      0     0 ?        I    16:07   0:00 [kworker/14:0]
root      6091  0.0  0.0      0     0 ?        I    12:21   0:00 [kworker/2:1]
root      6623  0.0  0.0      0     0 ?        I    17:19   0:00 [kworker/5:0]
root      7077  0.0  0.0 110076  7148 ?        Ss   11月04   0:00 sshd: zhangql [priv]
zhangql   7085  0.0  0.0  76776  7744 ?        Ss   11月04   0:00 /lib/systemd/systemd --user
zhangql   7086  0.0  0.0 261656  2812 ?        S    11月04   0:00 (sd-pam)
zhangql   7163  0.0  0.0 110076  4480 ?        S    11月04   0:55 sshd: zhangql@pts/6
zhangql   7164  0.0  0.0  30016  5324 pts/6    Ss   11月04   0:00 -bash
zhangql   7203  1.1  0.0  21664  3268 pts/6    S+   11月04  15:33 watch -n 0.1 nvidia-smi
root      7272  0.0  0.0      0     0 ?        I    14:58   0:00 [kworker/7:1]
zhangql   7378  0.0  0.0  21664   768 pts/6    S+   17:19   0:00 watch -n 0.1 nvidia-smi
zhangql   7379  0.0  0.0   4636   864 pts/6    S+   17:19   0:00 sh -c nvidia-smi
zhangql   7380  0.0  0.0  17568  5960 pts/6    R+   17:19   0:00 nvidia-smi
pengky    7381  0.0  0.0  21656   736 pts/11   S+   17:19   0:00 watch -n 1 nvidia-smi
pengky    7382  0.0  0.0   4636   812 pts/11   S+   17:19   0:00 sh -c nvidia-smi
pengky    7383  0.0  0.0  17568  4872 pts/11   S+   17:19   0:00 nvidia-smi
zuofy     7386  0.0  0.0  46780  3640 pts/14   R+   17:19   0:00 ps aux
root      7393  0.0  0.0 110076  7372 ?        Ss   11月04   0:00 sshd: zhangql [priv]
zhangql   7528  0.0  0.0 110076  3548 ?        S    11月04   0:00 sshd: zhangql@pts/7
zhangql   7532  0.0  0.0  30280  5720 pts/7    Ss   11月04   0:00 -bash
root      8316  0.0  0.0      0     0 ?        I    17:02   0:00 [kworker/0:1]
postfix   8790  0.0  0.0  73812  5192 ?        S    16:26   0:00 pickup -l -t unix -u -c
root      9729  0.0  0.0      0     0 ?        I    16:09   0:00 [kworker/4:2]
root      9848  0.0  0.0      0     0 ?        I    14:42   0:00 [kworker/11:1]
root     11416  0.0  0.0      0     0 ?        I    16:10   0:00 [kworker/u33:1]
root     11840  0.0  0.0 110076  7340 ?        Ss   16:45   0:00 sshd: zuofy [priv]
zuofy    11911  0.0  0.0 111352  5380 ?        S    16:45   0:01 sshd: zuofy@notty
zuofy    11912  0.0  0.0  20124  3380 ?        Ss   16:45   0:00 bash
zuofy    11948  0.0  0.0   4628   848 ?        S    16:45   0:00 sh /home/zuofy/.vscode-server/bin/6ab598523be7a800d7f3eb4d92d7ab9a66069390/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
zuofy    11956  0.1  0.0 993176 60392 ?        Sl   16:45   0:02 /home/zuofy/.vscode-server/bin/6ab598523be7a800d7f3eb4d92d7ab9a66069390/node /home/zuofy/.vscode-server/bin/6ab598523be7a800d7f3eb4d92d7ab9a66069390/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
zuofy    12064  2.3  0.1 1278108 145064 ?      Sl   16:45   0:47 /hot-data/zuofy/.vscode-server/bin/6ab598523be7a800d7f3eb4d92d7ab9a66069390/node /hot-data/zuofy/.vscode-server/bin/6ab598523be7a800d7f3eb4d92d7ab9a66069390/out/bootstrap-fork --type=extensionHost --uriTransformerPath=/hot-data/zuofy/.vscode-server/bin/6ab598523be7a800d7f3eb4d92d7ab9a66069390/out/vs/server/uriTransformer.js
zuofy    12084  0.0  0.0 895112 45704 ?        Rl   16:45   0:01 /hot-data/zuofy/.vscode-server/bin/6ab598523be7a800d7f3eb4d92d7ab9a66069390/node /hot-data/zuofy/.vscode-server/bin/6ab598523be7a800d7f3eb4d92d7ab9a66069390/out/bootstrap-fork --type=watcherService
zuofy    12111  0.0  0.0  61428  7108 pts/14   Ss   16:45   0:00 /usr/bin/zsh
zuofy    12167  1.0  0.0 2194696 64556 ?       Sl   16:45   0:22 /home/zuofy/.vscode-server/extensions/ms-vscode.cpptools-0.25.1/bin/Microsoft.VSCode.CPP.Extension.linux
zuofy    12472  0.0  0.0 5556280 22004 ?       Sl   16:46   0:00 /home/zuofy/.vscode-server/extensions/ms-vscode.cpptools-0.25.1/bin/Microsoft.VSCode.CPP.IntelliSense.Msvc.linux 12167 1
root     14833  0.0  0.0      0     0 ?        I    16:12   0:00 [kworker/10:0]
root     14873  0.0  0.0 107776  7276 ?        Ss   11月04   0:00 sshd: zhangql [priv]
zhangql  14956  0.0  0.0 110212  5652 ?        S    11月04   0:00 sshd: zhangql@notty
zhangql  14957  0.0  0.0  13060  2132 ?        Ss   11月04   0:00 /usr/lib/openssh/sftp-server
root     14958  0.0  0.0 107776  7108 ?        Ss   11月04   0:00 sshd: zhangql [priv]
zhangql  15032  0.0  0.0 110076  5768 ?        S    11月04   0:00 sshd: zhangql@notty
zhangql  15033  0.0  0.0  13060  1976 ?        Ss   11月04   0:00 /usr/lib/openssh/sftp-server
root     15210  0.0  0.0      0     0 ?        I    17:06   0:00 [kworker/15:2]
zhangql  15761 98.0 11.7 37006556 11443724 pts/7 Sl+ 11月04 1276:32 python train.py
linxp    16836  0.0  0.0  19992  3640 pts/0    S+   13:02   0:00 /bin/bash ./run.sh
linxp    16837  112  5.2 43696188 5149884 pts/0 Sl+ 13:02 289:35 python train.py --gpu_ids 1,2 --name PMS --batchsize 6*10 --erasing_p 0.4 --data_dir /home/linxp/datasets/person_reID_datasets/Competition/pytorch
root     16935  0.0  0.0      0     0 ?        I    16:31   0:00 [kworker/8:1]
root     17501  0.0  0.0 110076  7232 ?        Ss   11月04   0:00 sshd: pengky [priv]
pengky   17567  0.0  0.0  76776  7772 ?        Ss   11月04   0:00 /lib/systemd/systemd --user
pengky   17568  0.0  0.0 261772  2948 ?        S    11月04   0:00 (sd-pam)
pengky   17648  0.0  0.0 110076  4356 ?        S    11月04   0:05 sshd: pengky@pts/8
pengky   17651  0.0  0.0  29980  5284 pts/8    Ss   11月04   0:00 -bash
pengky   17944  0.0  0.0  28316  3692 pts/8    S+   11月04   0:00 tmux new -s mmdet
pengky   17946  0.0  0.0  37084  4000 ?        Ss   11月04   0:15 tmux new -s mmdet
pengky   17947  0.0  0.0  30120  5612 pts/9    Ss+  11月04   0:00 -bash
root     17950  0.0  0.0      0     0 ?        I    17:07   0:00 [kworker/13:1]
pengky   17999  0.0  0.0  30000  5304 pts/10   Ss+  11月04   0:00 -bash
pengky   18084  0.0  0.0  30120  5568 pts/11   Ss   11月04   0:00 -bash
pengky   18143  0.0  0.0  30120  5528 pts/12   Ss+  11月04   0:00 -bash
pengky   18499  0.4  0.0  21656  3316 pts/11   S+   11月04   6:10 watch -n 1 nvidia-smi
root     18595  0.0  0.0      0     0 ?        S    13:03   0:00 [UVM GPU1 BH]
root     18596  0.0  0.0      0     0 ?        S    13:03   0:00 [UVM GPU1 KC]
root     18597  0.0  0.0      0     0 ?        S    13:03   0:00 [UVM GPU3 BH]
root     18598  0.0  0.0      0     0 ?        S    13:03   0:00 [UVM GPU3 KC]
root     19527  0.0  0.0      0     0 ?        I    16:32   0:00 [kworker/10:1]
systemd+ 19789  0.0  0.0  71980  5384 ?        Ss   11月04   0:00 /lib/systemd/systemd-networkd
root     20881  0.0  0.0      0     0 ?        I    17:09   0:00 [kworker/u33:2]
root     21071  0.0  0.0      0     0 ?        I    17:09   0:00 [kworker/15:3]
root     21686  0.0  0.0 110076  7308 ?        Ss   16:33   0:00 sshd: linxp [priv]
linxp    21791  0.0  0.0 110220  5808 ?        S    16:33   0:01 sshd: linxp
zuofy    22710  0.0  0.0  61348  7100 pts/15   Ss+  17:10   0:00 /usr/bin/zsh
root     23460  0.0  0.0      0     0 ?        I    15:42   0:00 [kworker/8:0]
root     24510  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/9:2]
zuofy    25071  0.2  0.0 5556148 33912 ?       Sl   17:11   0:01 /home/zuofy/.vscode-server/extensions/ms-vscode.cpptools-0.25.1/bin/Microsoft.VSCode.CPP.IntelliSense.Msvc.linux 12167 8
root     25398  0.0  0.0 107784  7116 ?        Ss   11月04   0:00 sshd: pengky [priv]
pengky   25472  0.0  0.0 110084  5680 ?        S    11月04   0:00 sshd: pengky@notty
pengky   25473  0.0  0.0  13060  2104 ?        Ss   11月04   0:00 /usr/lib/openssh/sftp-server
root     25586  0.0  0.0      0     0 ?        I    16:01   0:00 [kworker/3:1]
root     26224  0.0  0.0      0     0 ?        I    16:18   0:00 [kworker/2:0]
root     26359  0.0  0.0      0     0 ?        I    17:12   0:00 [kworker/u34:1]
root     26718  0.0  0.0      0     0 ?        I    16:35   0:01 [kworker/5:2]
linxp    27300  0.0  0.0  28316  3700 pts/4    S+   10:02   0:00 tmux a
linxp    27445  0.0  0.0  29904  5596 pts/0    Ss   11:05   0:00 -bash
root     27761  0.0  0.0      0     0 ?        I    16:36   0:00 [kworker/6:2]
root     27771  0.0  0.0  27124  4096 ?        Ss   11月04   0:00 /usr/bin/ss-local -c /etc/shadowsocks-libev/local.json
root     27784  0.0  0.0      0     0 ?        I    16:02   0:00 [kworker/0:0]
root     28539  0.0  0.0      0     0 ?        I    15:10   0:00 [kworker/14:2]
root     28793  0.0  0.0      0     0 ?        I    17:13   0:00 [kworker/12:3]
root     28811  0.0  0.0      0     0 ?        I    14:00   0:00 [kworker/1:0]
root     29166  0.0  0.0      0     0 ?        I    16:37   0:01 [kworker/12:2]
root     29244  0.0  0.0      0     0 ?        I    16:55   0:00 [kworker/4:1]
root     29313  0.0  0.0      0     0 ?        I    17:14   0:00 [kworker/5:3]
root     30339  0.0  0.0      0     0 ?        I    17:14   0:00 [kworker/6:1]
root     30374  0.0  0.0      0     0 ?        I    17:14   0:00 [kworker/3:2]
zuofy    30927  0.1  0.0 5556148 17640 ?       Sl   17:14   0:00 /home/zuofy/.vscode-server/extensions/ms-vscode.cpptools-0.25.1/bin/Microsoft.VSCode.CPP.IntelliSense.Msvc.linux 12167 9
root     30950  0.0  0.0      0     0 ?        I    15:46   0:00 [kworker/u33:0]
root     31532  0.0  0.0      0     0 ?        I    16:57   0:00 [kworker/11:2]
root     32078  0.0  0.0      0     0 ?        I    17:15   0:00 [kworker/15:1]
root     32167  0.0  0.0      0     0 ?        I    16:57   0:00 [kworker/13:0]
root     32213  0.0  0.0 110076  7280 ?        Ss   16:38   0:00 sshd: linxp [priv]
root     32256  0.0  0.0      0     0 ?        I    13:27   0:00 [kworker/1:2]
linxp    32285  0.0  0.0 110472  6072 ?        S    16:38   0:00 sshd: linxp
linxp    32326  0.1  0.0 1406812 51960 ?       Sl   16:39   0:03 /cold-data/home/linxp/.vscode-remote/bin/daf71423252a707b8e396e8afa8102b717f8213b/node /cold-data/home/linxp/.vscode-remote/bin/daf71423252a707b8e396e8afa8102b717f8213b/out/bootstrap-fork --type=extensionHost
linxp    32339  0.0  0.0 1182664 37928 ?       Sl   16:39   0:00 /cold-data/home/linxp/.vscode-remote/bin/daf71423252a707b8e396e8afa8102b717f8213b/node /cold-data/home/linxp/.vscode-remote/bin/daf71423252a707b8e396e8afa8102b717f8213b/out/bootstrap-fork --type=watcherService
linxp    32360  0.0  0.0  29960  5628 pts/1    Ss+  16:39   0:00 /bin/bash
linxp    32362  0.0  0.0  29960  5280 pts/2    Ss+  16:39   0:00 /bin/bash
root     32450  0.0  0.0      0     0 ?        I    16:57   0:00 [kworker/15:0]
root     32654  0.0  0.0 108220  8880 ?        Ss   00:07   0:00 /usr/sbin/cupsd -l
root     32655  0.0  0.0 303524 10824 ?        Ssl  00:07   0:00 /usr/sbin/cups-browsed
